sample	scheme	scheme_version	subtype	all_subtypes	tiles_matching_subtype	are_subtypes_consistent	inconsistent_subtypes	n_tiles_matching_all	n_tiles_matching_all_expected	n_tiles_matching_positive	n_tiles_matching_positive_expected	n_tiles_matching_subtype	n_tiles_matching_subtype_expected	file_path	qc_status	qc_message
SAL_EA9411AA_AS	heidelberg	0.5.0	2.1.1.3	2; 2.1; 2.1.1; 2.1.1.3	3742501-2.1.1.3; 4120499-2.1.1.3; 2213229-2.1.1.3; 3011381-2.1.1.3; 2878560-2.1.1.3	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9411AA_AS.scaffold.fasta	PASS	
SAL_CA1802AA_AS	heidelberg	0.5.0	1	1	2531225-1; 3677767-1	True		202	202	2	2	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1802AA_AS.scaffold.fasta	PASS	
SAL_CA3256AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA3256AA_AS.scaffold.fasta	PASS	
SAL_CA5770AA_AS	heidelberg	0.5.0	2.1	2; 2.1	862828-2.1; 1976727-2.1; 2048364-2.1; 3802645-2.1; 1276017-2.1; 1313808-2.1; 4145957-2.1; 2785633-2.1; 3200083-2.1	True		202	202	11	11	9	9	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5770AA_AS.scaffold.fasta	PASS	
SAL_CA1175AA_AS	heidelberg	0.5.0	1.3	1; 1.3	4472427-1.3; 3913221-1.3; 92666-1.3; 4707754-1.3	True		202	202	6	6	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1175AA_AS.scaffold.fasta	PASS	
SAL_BA3053AA_AS	heidelberg	0.5.0	2.2.1.1.2	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.2	2592097-2.2.1.1.2; 720751-2.2.1.1.2; 3943311-2.2.1.1.2; 3587211-2.2.1.1.2	True		202	202	18	18	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA3053AA_AS.scaffold.fasta	PASS	
SAL_EA9645AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	4525936-2.2.2.2.3; 4540735-2.2.2.2.3; 3012157-2.2.2.2.3; 2778422-2.2.2.2.3; 2805778-2.2.2.2.3; 2561007-2.2.2.2.3; 3819645-2.2.2.2.3; 2693425-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9645AA_AS.scaffold.fasta	PASS	
SAL_CA5218AA_AS	heidelberg	0.5.0	2.2.3.2.1	2; 2.2; 2.2.3; 2.2.3.2; 2.2.3.2.1	227831-2.2.3.2.1; 4079393-2.2.3.2.1; 4299778-2.2.3.2.1; 3060368-2.2.3.2.1; 489687-2.2.3.2.1; 3931056-2.2.3.2.1; 4696391-2.2.3.2.1	True		202	202	22	22	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5218AA_AS.scaffold.fasta	PASS	
SAL_FA4722AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA4722AA_AS.scaffold.fasta	PASS	
SAL_CA4936AA_AS	heidelberg	0.5.0	2.1	2; 2.1	4145957-2.1; 862828-2.1; 2048364-2.1; 1976727-2.1; 3200083-2.1; 2785633-2.1; 3802645-2.1; 1276017-2.1; 1313808-2.1	True		202	202	11	11	9	9	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4936AA_AS.scaffold.fasta	PASS	
SAL_JA4008AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	2778422-2.2.2.2.3; 2805778-2.2.2.2.3; 4525936-2.2.2.2.3; 4540735-2.2.2.2.3; 2561007-2.2.2.2.3; 2693425-2.2.2.2.3; 3012157-2.2.2.2.3; 3819645-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA4008AA_AS.scaffold.fasta	PASS	
SAL_JA7967AA_AS	heidelberg	0.5.0	1.3	1; 1.3	3913221-1.3; 4707754-1.3; 4472427-1.3; 92666-1.3	True		202	202	6	6	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA7967AA_AS.scaffold.fasta	PASS	
SAL_LA4005AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	1603329-2.2.2.2.1.1; 3373069-2.2.2.2.1.1; 2606626-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_LA4005AA_AS.scaffold.fasta	PASS	
SAL_CA5174AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	2283825-2.1.1; 2422397-2.1.1; 3408895-2.1.1; 3801966-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5174AA_AS.scaffold.fasta	PASS	
SAL_FA4740AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA4740AA_AS.scaffold.fasta	PASS	
SAL_JA7599AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA7599AA_AS.scaffold.fasta	PASS	
SAL_CA5303AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	3408895-2.1.1; 2422397-2.1.1; 3801966-2.1.1; 2283825-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5303AA_AS.scaffold.fasta	PASS	
SAL_CA1217AA_AS	heidelberg	0.5.0	1.3	1; 1.3	3913221-1.3; 4472427-1.3; 4707754-1.3; 92666-1.3	True		202	202	6	6	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1217AA_AS.scaffold.fasta	PASS	
SAL_EA4808AA_AS	heidelberg	0.5.0	2.2.2.2.2.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.1	239152-2.2.2.2.2.1; 3647258-2.2.2.2.2.1; 3586333-2.2.2.2.2.1; 3267927-2.2.2.2.2.1	True		202	202	19	19	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4808AA_AS.scaffold.fasta	PASS	
SAL_EA9585AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	2561007-2.2.2.2.3; 3819645-2.2.2.2.3; 4540735-2.2.2.2.3; 4525936-2.2.2.2.3; 2693425-2.2.2.2.3; 2778422-2.2.2.2.3; 3012157-2.2.2.2.3; 2805778-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9585AA_AS.scaffold.fasta	PASS	
SAL_CA1308AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		199	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1308AA_AS.scaffold.fasta	PASS	
SAL_CA4872AA_AS	heidelberg	0.5.0	2.1.1.1	2; 2.1; 2.1.1; 2.1.1.1	3305400-2.1.1.1; 1534092-2.1.1.1; 1856421-2.1.1.1	True		202	202	18	18	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4872AA_AS.scaffold.fasta	PASS	
SAL_CA3289AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA3289AA_AS.scaffold.fasta	PASS	
SAL_EA5822AA_AS	heidelberg	0.5.0	2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2	3324813-2.2.2.2; 3212817-2.2.2.2; 775920-2.2.2.2	True		201	202	12	12	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5822AA_AS.scaffold.fasta	PASS	
SAL_FA1776AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	3373069-2.2.2.2.1.1; 2606626-2.2.2.2.1.1; 1603329-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA1776AA_AS.scaffold.fasta	PASS	
SAL_EA5660AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	198398-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 908618-2.2.2.1.1.1; 167020-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5660AA_AS.scaffold.fasta	PASS	
SAL_CA1881AA_AS	heidelberg	0.5.0	2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2	3696399-2.2.2.2.2; 4136269-2.2.2.2.2; 1825773-2.2.2.2.2	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1881AA_AS.scaffold.fasta	PASS	
SAL_CA2542AA_AS	heidelberg	0.5.0	2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2	3212817-2.2.2.2; 3324813-2.2.2.2; 775920-2.2.2.2	True		202	202	12	12	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2542AA_AS.scaffold.fasta	PASS	
SAL_CA5052AA_AS	heidelberg	0.5.0	2.2.3.1.4	2; 2.2; 2.2.3; 2.2.3.1; 2.2.3.1.4	3299717-2.2.3.1.4; 2981-2.2.3.1.4	True		202	202	13	13	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5052AA_AS.scaffold.fasta	PASS	
SAL_IA6617AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	3230678-2.2.2.1.1.1; 908618-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 198398-2.2.2.1.1.1; 167020-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_IA6617AA_AS.scaffold.fasta	PASS	
SAL_CA2668AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	908618-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 198398-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2668AA_AS.scaffold.fasta	PASS	
SAL_CA0292AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0292AA_AS.scaffold.fasta	PASS	
SAL_IA2758AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	2606626-2.2.2.2.1.1; 1603329-2.2.2.2.1.1; 3373069-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_IA2758AA_AS.scaffold.fasta	PASS	
SAL_EA9054AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9054AA_AS.scaffold.fasta	PASS	
SAL_CA5166AA_AS	heidelberg	0.5.0	2.1	2; 2.1	1276017-2.1; 1313808-2.1; 2785633-2.1; 3200083-2.1; 4145957-2.1; 862828-2.1; 2048364-2.1; 1976727-2.1; 3802645-2.1	True		202	202	11	11	9	9	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5166AA_AS.scaffold.fasta	PASS	
SAL_BA2742AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA2742AA_AS.scaffold.fasta	PASS	
SAL_CA5133AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5133AA_AS.scaffold.fasta	PASS	
SAL_FA0541AA_AS	heidelberg	0.5.0	2.2.1.2	2; 2.2; 2.2.1; 2.2.1.2	160366-2.2.1.2; 4581051-2.2.1.2; 2877590-2.2.1.2; 107801-2.2.1.2	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA0541AA_AS.scaffold.fasta	PASS	
SAL_BA3732AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	1950957-2.2.2.2.2.2; 3540924-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 42232-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA3732AA_AS.scaffold.fasta	PASS	
SAL_JA7598AA_AS	heidelberg	0.5.0	2.2.1.1.3	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.3	869993-2.2.1.1.3; 271435-2.2.1.1.3; 3159204-2.2.1.1.3; 2658490-2.2.1.1.3; 3822905-2.2.1.1.3	True		202	202	19	19	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA7598AA_AS.scaffold.fasta	PASS	
SAL_CA1569AA_AS	heidelberg	0.5.0	2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2	775920-2.2.2.2; 3212817-2.2.2.2; 3324813-2.2.2.2	True		202	202	12	12	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1569AA_AS.scaffold.fasta	PASS	
SAL_EA9238AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	198398-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 908618-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9238AA_AS.scaffold.fasta	PASS	
SAL_TA7455AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_TA7455AA_AS.scaffold.fasta	PASS	
SAL_CA1583AA_AS	heidelberg	0.5.0	2.1	2; 2.1	1276017-2.1; 1313808-2.1; 2785633-2.1; 1976727-2.1; 4145957-2.1; 2048364-2.1; 3200083-2.1; 3802645-2.1; 862828-2.1	True		202	202	11	11	9	9	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1583AA_AS.scaffold.fasta	PASS	
SAL_JA4055AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	3373069-2.2.2.2.1.1; 1603329-2.2.2.2.1.1; 2606626-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA4055AA_AS.scaffold.fasta	PASS	
SAL_CA5334AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5334AA_AS.scaffold.fasta	PASS	
SAL_CA4617AA_AS	heidelberg	0.5.0	2.1	2; 2.1	2785633-2.1; 3200083-2.1; 1276017-2.1; 1313808-2.1; 4145957-2.1; 862828-2.1; 2048364-2.1; 1976727-2.1; 3802645-2.1	True		202	202	11	11	9	9	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4617AA_AS.scaffold.fasta	PASS	
SAL_EA8998AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	2805778-2.2.2.2.3; 2778422-2.2.2.2.3; 4525936-2.2.2.2.3; 4540735-2.2.2.2.3; 2561007-2.2.2.2.3; 2693425-2.2.2.2.3; 3012157-2.2.2.2.3; 3819645-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA8998AA_AS.scaffold.fasta	PASS	
SAL_CA5039AA_AS	heidelberg	0.5.0	2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2	3696399-2.2.2.2.2; 1825773-2.2.2.2.2; 4136269-2.2.2.2.2	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5039AA_AS.scaffold.fasta	PASS	
SAL_EA9419AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	908618-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 198398-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9419AA_AS.scaffold.fasta	PASS	
SAL_BA2984AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	1603329-2.2.2.2.1.1; 3373069-2.2.2.2.1.1; 2606626-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA2984AA_AS.scaffold.fasta	PASS	
SAL_CA2937AA_AS	heidelberg	0.5.0	2.2.2.2.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1	2217680-2.2.2.2.1; 3827083-2.2.2.2.1	True		202	202	14	14	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2937AA_AS.scaffold.fasta	PASS	
SAL_IA1750AA_AS	heidelberg	0.5.0	2.1.2	2; 2.1; 2.1.2	4327318-2.1.2; 4215208-2.1.2; 4136928-2.1.2; 600350-2.1.2; 4101230-2.1.2; 4035893-2.1.2; 1062011-2.1.2	True		202	202	18	18	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_IA1750AA_AS.scaffold.fasta	PASS	
SAL_CA2101AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	3373069-2.2.2.2.1.1; 1603329-2.2.2.2.1.1; 2606626-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2101AA_AS.scaffold.fasta	PASS	
SAL_CA5207AA_AS	heidelberg	0.5.0	2.2.2.1	2; 2.2; 2.2.2; 2.2.2.1	649988-2.2.2.1; 1036874-2.2.2.1; 1061770-2.2.2.1	True		202	202	12	12	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5207AA_AS.scaffold.fasta	PASS	
SAL_CA5199AA_AS	heidelberg	0.5.0	2.2.2.1	2; 2.2; 2.2.2; 2.2.2.1	649988-2.2.2.1; 1036874-2.2.2.1; 1061770-2.2.2.1	True		202	202	12	12	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5199AA_AS.scaffold.fasta	PASS	
SAL_EA1836AA_AS	heidelberg	0.5.0	2.2.2.2.1.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.3	1052031-2.2.2.2.1.3; 508759-2.2.2.2.1.3; 2934077-2.2.2.2.1.3	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA1836AA_AS.scaffold.fasta	PASS	
SAL_CA4657AA_AS	heidelberg	0.5.0	1.1	1; 1.1	4738855-1.1; 2778621-1.1; 202001-1.1; 3867228-1.1; 600783-1.1; 1049933-1.1; 1193219-1.1; 2904061-1.1; 4579224-1.1; 4499501-1.1; 3278067-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4657AA_AS.scaffold.fasta	PASS	
SAL_EA9142AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9142AA_AS.scaffold.fasta	PASS	
SAL_CA0232AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 908618-2.2.2.1.1.1; 198398-2.2.2.1.1.1; 167020-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0232AA_AS.scaffold.fasta	PASS	
SAL_JA1025AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	3373069-2.2.2.2.1.1; 2606626-2.2.2.2.1.1; 1603329-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA1025AA_AS.scaffold.fasta	PASS	
SAL_EA5562AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	2561007-2.2.2.2.3; 3012157-2.2.2.2.3; 2805778-2.2.2.2.3; 2778422-2.2.2.2.3; 3819645-2.2.2.2.3; 4540735-2.2.2.2.3; 4525936-2.2.2.2.3; 2693425-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5562AA_AS.scaffold.fasta	PASS	
SAL_EA4519AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	3540924-2.2.2.2.2.2; 1950957-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 42232-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4519AA_AS.scaffold.fasta	PASS	
SAL_CA1299AA_AS	heidelberg	0.5.0	2.2.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1	21097-2.2.1.1.1; 1047714-2.2.1.1.1; 157792-2.2.1.1.1; 944885-2.2.1.1.1	True		202	202	18	18	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1299AA_AS.scaffold.fasta	PASS	
SAL_EA6290AA_AS	heidelberg	0.5.0	2.2.3	2; 2.2; 2.2.3	1462807-2.2.3	True		202	202	8	8	1	1	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA6290AA_AS.scaffold.fasta	PASS	
SAL_CA5240AA_AS	heidelberg	0.5.0	2.2.1.1.3	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.3	3159204-2.2.1.1.3; 3822905-2.2.1.1.3; 271435-2.2.1.1.3; 869993-2.2.1.1.3; 2658490-2.2.1.1.3	True		202	202	19	19	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5240AA_AS.scaffold.fasta	PASS	
SAL_EA9389AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	908618-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 198398-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9389AA_AS.scaffold.fasta	PASS	
SAL_CA4694AA_AS	heidelberg	0.5.0	2.2.2.1.3	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.3	4086376-2.2.2.1.3	True		202	202	13	13	1	1	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4694AA_AS.scaffold.fasta	PASS	
SAL_CA5263AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	3801966-2.1.1; 2283825-2.1.1; 2422397-2.1.1; 3408895-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5263AA_AS.scaffold.fasta	PASS	
SAL_CA1693AA_AS	heidelberg	0.5.0	2.1.2	2; 2.1; 2.1.2	600350-2.1.2; 4215208-2.1.2; 4136928-2.1.2; 4327318-2.1.2; 1062011-2.1.2; 4101230-2.1.2; 4035893-2.1.2	True		202	202	18	18	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1693AA_AS.scaffold.fasta	PASS	
